# id	cmn	eng — from Tatoeba (CC-BY 2.0 FR)
1541581	我不记得曾经见过她。	I couldn't remember ever having met her.
1541583	我敲门，但是没有人回应。	I knocked on the door, but nobody answered.
1541584	谢谢你邀请我吃饭。	Thank you for inviting me to dinner.
1541585	说英语很有趣。	It is fun to speak in English.
1541586	总统很难接近。	The president is difficult to approach.
1541646	我正在追踪一头公鹿。	I'm tracking a buck.
1541652	早日康復！	Get well soon!
1541680	安静吧！	Quieten down!
1541715	那条狗被汽车撞到了。	That dog was hit by a car.
1541719	他们满意了。	They were satisfied.
1541727	语言很奇妙。	Language is wonderful.
1541728	服务器有点儿慢。	The server is a bit slow.
1541731	你没听。	You haven't been listening.
1541732	他们没听。	They didn't listen.
1541733	你没看到那个男人吗？	Didn't you see the man?
1541740	她开始喜欢那套房子。	She's starting to like this house.
1541783	她穿的衣服总是很朴素。	She always dresses very simply.
1541784	她习惯了勤俭的生活	She is used to living a hardworking and frugal life.
1541788	他为了买车向银行借款。	He borrowed money from the bank in order to buy a car.
1541790	你留在这儿，其余的人去外面	You stay here. Everyone else go outside.
1541959	我昨天買了一本書。	I bought a book yesterday.
1541971	我想當體育記者。	I want to be a sport reporter.
1541997	大家都很尊敬他。	He is respected by everyone.
1542001	我們過着十分平凡的生活。	We lead a very ordinary life.
1542004	我有莎士比亞的作品全集。	I have the complete works of Shakespeare.
1544233	請把披薩分成三份。	Please divide the pizza into three parts.
1544234	把披薩分成三份。	Divide the pizza in three.
1544360	你是什么时候开始用电脑的。	When did you start using computers?
1545316	你是一個好人。	You are a good person.
1545318	您是一個好人。	You are a good person.
1545675	不，谢谢。我不需要塑料袋。	No thank you, I don't need a plastic bag.
1545676	我是自学这门语言的。	I learn the language by myself.
1545749	我來自義大利，會說義大利文。	I come from Italy and I speak Italian.
1547650	我可以试一下这双鞋吗？	Can I try on this pair of shoes?
1550564	我可能要迟到几分钟。	I might be a few minutes late.
1551880	战火烧到了非洲。	The war in Europe was carried into Africa.
1551887	有些药品会对身体产生危害。	Some medicines can be harmful to the body.
1551891	牛是一种反刍类的哺乳动物。	Ruminants are a group of mammals.
1553251	我喜欢阿拉伯语。	I love Arabic.
1553723	我想不起那首歌的旋律。	I can't remember the melody of that song.
1553726	我們正在雲層上飛行。	We are flying above the clouds.
1553728	我在醫院工作。	I work in a hospital.
1553735	消息傳遍了整個日本。	The news spread all over Japan.
1555124	他有一幅畢卡索的畫。	He has a Picasso.
1560664	湯姆已經喝了三杯咖啡了。	Tom has already drunk three cups of coffee.
1560675	過馬路小心點總沒有錯的。	You cannot be too careful in crossing a street.
1560676	他對她的過去似乎瞭如指掌。	He seems to know all about her past.
1560679	我有一雙黑色的眼睛。	I have black eyes.
1560880	我肯定我沒見過她。	I was sure I had never seen her before.
1561053	你是最高的。	You're the tallest one.
1561524	约翰是我最好朋友。	John is my best friend.
1561706	你們的東西在哪裡？	Where are your things?
1561707	您的東西在哪裡？	Where are your things?
1561708	你的東西在哪裡？	Where are your things?
1561711	我的書在哪？	Where is my book?
1562946	媽媽給我們買了一頭小狗。	Mum bought us a puppy.
1565680	橡皮不硬：它在压力下会变形。	Rubber is not hard: it gives way to pressure.
1565681	有望会变晴。	The weather promises to clear up.
1565682	他是一位有前途的学生。	He is a promising student.
1565704	说来话长。	It's a long story.
1565705	你在陷入困境。	You're getting into deep water.
1565707	你赞成还是反对这个建议？	Are you for or against the proposal?
1565711	她不仅擅长跑步，也擅长唱歌。	She is not only good at running; she is also good at singing.
1565713	他让人讨厌透顶。	He is below contempt.
1565714	我们打算让你知道这个秘密。	We intended to let you in on the secret.
1565715	我们去参加舞会了。	We are going to the ball.
1565718	我马上就认出了他。	I recognised him immediately.
1565727	考虑一下那些困难吧。	Just think of the difficulties!
1565731	显然没有人有新的建议。	It is clear that no one has anything new to suggest.
1566316	他們對天文學十分感興趣。	They are very interested in astronomy.
1567595	我们的婴儿出生得健康。	Our baby was born healthy.
1567747	她是幼儿园里的保育员。	She is a child-care worker in a kindergarten.
1567748	横街的那端有一个幼儿园。	There is a kindergarten at the other end of the street.
1567760	小丁的桌子上放着很多照片。	Many pictures are placed on Xiaoding's desk.
1567762	人美在宿舍等着学友呢。	Renmei is waiting for Xueyou in the dorm.
1567768	信封上写着小丁爸爸的名字。	Xiaoding's father's name is written down on the envelope.
1567786	学友正在拿中国地图。	Xueyou is holding a map of China.
1567825	他沒有上學，留在了家中。	Instead of going to school, he stayed at home.
1567826	現在是七點半。	It is 7:30.
1567827	我覺得他有點可疑。	I am suspicious of him.
1567828	他的看法似乎太樂觀了。	His view seems to be too optimistic.
1569769	他們是用甚麼來打你的？	What did they hit you with?
1569792	可以說是，也可以說不是。	Yes and no.
1570036	交通燈是用來控制交通的。	Traffic lights are used to regulate traffic.
1570038	讓我看看你的傷口。	Let me see your wound.
1570042	是非對錯並不難分。	It's easy to distinguish good from evil.
1570793	节约是一种美德。	Frugality is a virtue.
1570835	烏蘭巴托是蒙古的首都。	Ulaanbaatar is the capital of Mongolia.
1570844	消息快速地傳了開去。	The news quickly spread.
1571613	我肥胖。	I'm fat.
1572641	股價下跌了。	Stock prices dropped.
1572644	少年每天都會來。	Every day the boy would come.
1572645	用那把刀把蛋糕切開。	Cut the cake with that knife.
1572648	他今天可能會來。	He may come today.
1572656	我們有些重要的事要談。	We have important issues to discuss.
1572670	我的意見才是最重要的！	My opinion is the one that counts!
1572689	一個人並不等於孤獨。	Loneliness and being alone are not the same thing.
1573176	你嘗過真正飢餓的滋味嗎？	Do you know what it is like to be really hungry?
1573262	我沒力氣說話了。	I no longer have the energy to talk.
1573264	我們正在看電視。	We are watching TV.
1573269	湯姆是瑪莉最要好的朋友。	Tom is Mary's best friend.
1573275	湯姆完全不懂得法語。	Tom doesn't know any French.
1574160	湯姆感到十分寂寞。	Tom felt very lonely.
1574175	他總是在挑剔別人的毛病。	He is always finding fault with others.
1574306	路遙知馬力，日久見人心。	It's in times like these that the character of a person becomes apparent.
1575766	一周时间内，我们就可以送货。	We can deliver within a week.
1575958	这是我的，那才是你的。	This is mine, and that's yours.
1575959	撤回前言。	I take back everything I said.
1577134	他們相處融洽。	They get on well together.
1577168	她达到了目标。	She has achieved her goals.
1577183	侵略者注定要被打败。	The aggressors are bound to be defeated.
1577185	他们受到了热情的欢迎。	They were given a hearty welcome.
1577188	他被工厂的老板解雇。	He was dismissed by the boss of the factory.
1577198	他的腿受伤了。	He was injured in the leg.
1577206	毫无疑问，他会来参加讨论。	It goes without saying that he will come to the discussion.
1577228	很明显我们要去教堂。	It's clear that we're going to the church.
1577259	史密斯回答说，他很抱歉。	Smith replied that he was sorry.
1577302	物是人非。	Things are the same, but people have changed.
1577306	他是村子里面唯一在世的人。	He's the only survivor in the village.
1577351	他不算老得做不了。	He is not too old to do it.
1577358	汉语学起来没那么难。	Chinese is not too difficult to learn.
1577369	变化太小，察觉不出来。	The change is too small to be observed.
1578944	他很好相处。	He is easy to get along with.
1582544	這並不容易，但我一定做到的！	It's hard, but I'm going to make it!
1582748	让卫星环绕地球的是重力。	It's gravity that makes satellites move around the Earth.
1582752	夜晚很冷。	The night was cold.
1582755	压力越低，沸点越低。	When the pressure is lower, the boiling point is lower.
1582756	压力低了，沸点就低。	When the pressure is lower, the boiling point is lower.
1582757	天气越来越热。	It's getting hotter and hotter.
1582760	这天刮着暴风雪，雪下得很大。	It was a stormy day, and the snow was falling fast.
1582763	正方形有四个角。	A square has four angles.
1582765	牛奶论品脱卖。	Milk is sold by the pint.
1582766	啤酒论品脱卖。	Beer is sold by the pint.
1582769	我收到了朋友的一封信。	I have received a letter from a friend.
1582772	这个活塞不接触汽缸盖。	The piston does not come into contact with the cylinder cover.
1583260	我不太能嚼東西。	I have difficulty chewing.
1583361	你是和誰一起來的？	Who did you come with?
1584116	他们试图用一根铁棒撬开锁。	They tried to use an iron bar to pry open the lock.
